title,text,publish_date,source,sentiment_score,impact_intensity,certainty,time_horizon,summary,evidence,reason,兆豐投信董事長陳佩君今（24）日宣佈，進軍主動式ETF市場，將於3月4日起募集「兆豐台灣豐收主動式ETF證券投資信託基金（00996A）
美國晶片製造仰賴台積電 外媒：台灣拉大領先 華府能做的微不足道,"儘管台積電在亞利桑那州的新計畫規模龐大，但在產量和技術方面仍落後於其台灣工廠。（示意圖，歐新社）

〔財經頻道／綜合報導〕蘋果正努力將更多生產環節轉移到美國，包括晶片製造和Mac mini組裝，但此進展卻緩慢。美媒報導，將蘋果公司更多生產和組裝環節遷回美國的壓力越來越大。然而，即便投資6000億美元，與全球晶片供應鏈相比，在美國所能做的也微不足道。

《華爾街日報》獲得特別許可，得以參觀蘋果公司在美國的多個工廠，了解其供應鏈回流計畫。首席營運長薩比赫·汗等高管參觀了台積電亞利桑那州工廠、富士康休斯頓工廠等。台積電正在建設該廠區，計劃投資1650億美元建設六座晶片工廠及其他設施，使其成為美國最大的建設項目之一。

請繼續往下閱讀...

在川普政府的壓力下，蘋果去年承諾在未來四年內向美國投資6000億美元。這項投資大部分與製造業無關，而是涵蓋了在美國的所有支出，包括數萬名蘋果員工和零售人員的薪資。

但蘋果全球採購主管表示，這項承諾也包括蘋果今年計畫從台積電亞利桑那工廠採購超過1億顆晶片；「我們正在盡可能地採購這家工廠的產量」，他指的是這家晶片製造廠。相對於全球晶片供應鏈而言，蘋果的採購量並不算大。而且，蘋果從該工廠的採購量僅佔其晶片總需求的一小部分。

美國半導體供應鏈的重建競賽根源於美中兩國圍繞台灣問題的緊張關係，世界上絕大多數最先進的晶片都產自台灣。中國威脅控制台灣。從飛彈和戰鬥機到智慧型手機、人工智慧伺服器、家用電器和電動玩具，晶片無所不在。新冠疫情期間，美國人購買新車困難重重，部分原因就是晶片供應中斷。

因此，美國政府施加壓力並提供財政激勵措施來刺激國內建設，而主要晶片買家則推動國內採購，以減少對一個可能被入侵或面臨高關稅、且容易發生大地震的島嶼的依賴。

蘋果公司自行設計晶片，台積電負責生產。蘋果承諾在其晶片設計中採用台積電的尖端技術，這無疑鞏固台積電作為全球晶片製造商的主導地位。這也讓台積電更有信心在每一代晶片生產所需的新工廠投入大量資金。

蘋果公司表示：我們為整個行業所扮演的角色是，通過與台積電合作，我們可以快速地將該製程的產量和良率提升到很高水平。

如果台積電的計畫最終得以實現，其位於亞利桑那州的廠區將建成一座佔地超過2000英畝的工業小鎮。目前，一座晶圓廠已建成並投入生產晶片，第二座將於明年投產，第三座（目前僅為鋼結構框架）將於2030年建成。此後，台積電也計劃再建三座晶圓廠。廠區旁將建有公寓大樓和一家好市多超市。

儘管台積電在亞利桑那州的新計畫規模龐大，但在產量和技術方面仍落後於其台灣工廠。台積電在台灣擁有四座月產超過10萬片晶圓的工廠，以及七座規模較小的工廠；該公司表示，亞利桑那州工廠的產量要等到六座晶圓全部建成後才能達到類似的水平。該公司最先進的晶片產自台灣，如今這些晶片的電晶體尺寸已小至2奈米。

美媒Appleinsider則指出，許多項目都是老生常談，例如位於亞利桑那州的台積電佔地1100英畝的工廠將生產4奈米和5奈米製程晶片。要達到台灣目前每月10萬片晶圓的產量，需要十年時間才能建造並營運六座晶圓廠。

這座耗資1650億美元的工廠從投產之初就已過時。到2030年，它或許能夠生產目前台灣生產的2奈米晶片，但屆時台灣在其他領域也將取得長足進展。

蘋果公司在將業務轉移到中國數十年後，正努力將更多業務遷回美國。將很大一部分業務遷回美國 即使不是不可能，也不現實，但供應鏈多元化至關重要。事實證明，這些努力和投資足以讓蘋果免受現任美國政府的壓制。關稅豁免和較少的審查迄今為止發揮了重要作用，但蘋果並非完全不受行業影響。",2/24/2026 16:36,自由時報,0.7,0.9,0.8,0.4,台積電在亞利桑那州的新計畫將使其成為美國最大的建設項目之一，然而在產量和技術方面仍落後於其台灣工廠。,台積電正在建設該廠區，計劃投資1650億美元建設六座晶片工廠及其他設施，使其成為美國最大的建設項目之一。,新聞內容表明台積電在亞利桑那州的新計畫將對美股產生重大影響，但受限於技術和產量的落後，最終未能達到中立的情況。,
外資買超627億前10大賣超揭曉！這檔記憶體遭反手倒貨逾2萬張淪大苦主,"外資前10大賣超揭曉！華邦電遭反手倒貨逾2萬張淪大苦主。（資料照）

財經頻道／綜合報導〕台股週二（24日）在台積電領軍全力衝刺下，終場指數大漲927點，創史上第2大漲點，指數也登上34700點新高，外資雖續站在買方，買超627.34億元，卻對電子股大提款，其中又以華邦電最慘，反手倒貨逾2萬張，所幸投信與自營商力挺，股價不跌反漲，終場大漲6.09%，收122元，成交量達24.91萬張。

外資週二賣超前10大個股，依序為華邦電（2344）2萬2944張、欣興（3037）1萬9777張、台新新光金（2887）1萬7000張、仁寶（2324）1萬3270張、可寧衛*（8422）1萬2601張、華通（2313）1萬1191張、玉山金（2884）7904張、一詮（2486）6632張、臻鼎-KY（4958）5612張、南茂（8150）5600張。",2/24/2026 16:35,自由時報,-0.6,0.8,1.0,0.4,華邦電遭外資反手倒貨逾2萬張,外資前10大賣超揭曉！華邦電遭反手倒貨逾2萬張淪大苦主。,新聞中提到華邦電遭外資反手倒貨逾2萬張，表明對公司股票價格有負面影響。,
台股大漲927點投信前10大賣超出爐！狂吃這檔電子豆腐 倒貨1.61萬張霸榜,"台股大漲927點，投信前10大賣超出爐！狂吃聯電豆腐，倒貨1.61萬張霸榜。（資料照）

〔財經頻道／綜合報導〕台股週二（24日）在台積電領軍全力衝刺下，終場指數大漲927點，創史上第2大漲點，指數也登上34700點新高，雖然投信由賣轉買，買超56.04億元，不過，卻大吃聯電豆腐，已連5賣，今賣超更放大到1.61萬張，雖然投信賣不停，但外資出手力挺，股價不跌反漲，今再漲5.63%，收67.5元，成交量放大到18.33萬張。

投信週二賣超前10大個股，依序為聯電（2303）1萬6111張、正新（2105）9051張、華航（2610）5226張、國泰金（2882）3402張、亞泥（1102）3315張、統一（1216）3034張、中信金（2891）2803張、長榮航（2618）2633張、勤誠（8210）2100張、台化（1326）1880張。",2/24/2026 16:23,自由時報,1.0,0.8,1.0,0.8,投信買超大幅增加，對聯電股價有正面影響,投信週二賣超前10大個股，聯電(2303)出爐！狂吃聯電豆腐，倒貨1.61萬張霸榜。,投信買超增加對股票股價有正面影響,
華邦電抱緊！投信一出手就連2日霸榜 3天漲18％,"華邦電抱緊！投信一出手就連2日霸榜，3天股價漲18%。（資照料）

〔財經頻道／綜合報導〕台股週二（24日）在台積電領軍全力衝刺下，終場指數大漲927點，創史上第2大漲點，指數也登上34700點新高，而投信則由賣轉買，買超56.04億元，銀彈撒向電子，前10大中，只有台新新光金屬於電子，其餘由電子包辦，而電子中又以華邦電最狂，繼馬年開紅盤首日大買5327張後，今再加碼8757張，連2日霸榜，不僅投信買，外資買超更積極，在內外資力挺下，股價連3紅，漲幅逼近18%，股價來到122元，成交量放大到24.91萬張。

投信週二買超前10大個股，依序為華邦電（2344）8757張、台新新光金（2887）4154張、欣興（3037）3659張、華通（2313）3120張、旺宏（2337）1990張、國巨*（2327）1947張、南電（8046）1630張、聯鈞（3450）1559張、台積電（2330）1492張、尖點（8021）1414張。",2/24/2026 15:49,自由時報,0.8,0.7,1.0,0.4,華邦電股價大漲18%，連續3天走紅,投信買超56.04億元，連2日霸榜華邦電，前10大中，只有台新新光金屬於電子，其餘由電子包辦，而電子中又以華邦電最狂,因為投信和外資都在買入華邦電股權，使得股價大漲,
台股續創新高 法人：｢4理由」台股指數上看4萬點,"兆豐投信正式進軍主動式ETF市場，圖為「兆豐台灣豐收主動式ETF證券投資信託基金（00996A）」擬任基金經理人王仲良。（記者李靚慧攝）

〔記者李靚慧／台北報導〕台股今日大漲927點，推升加權指數站上34700點新高，不過，法人眼中的台股不僅如此，兆豐投信今日指出，考量AI需求旺盛、寬鬆貨幣政策、產業庫存維持低檔、企業獲利持續成長等4大利多支撐，預期2026年股市將繼續延續多頭上漲走勢，台股今年的指數可望達到36000點至40000點的區間，且今年上漲的個股將比去年更為多元化。

看好2026年（金馬年）台股在AI浪潮下的多頭格局，以及投資人對超額報酬的渴望，兆豐投信董事長陳佩君今（24）日宣佈，進軍主動式ETF市場，將於3月4日起募集「兆豐台灣豐收主動式ETF證券投資信託基金（00996A）」。該基金主打「選股無死角」的差異化策略，結合經理人主動操作與量化模型輔助，在台股上市櫃企業中精選50至70檔優質標的，以「穩健豐收」搭配「成長α」的雙軌機制，協助投資人全面掌握AI上中下游產業鏈及多元成長契機。

請繼續往下閱讀...

陳佩君說，00996A 是台灣第12檔主動式 ETF，兆豐投信也是第9家發行主動式 ETF 的投信。雖然兆豐投信屬於中型投信，但無論是主動式 ETF、平衡型ETF 還是共同基金，都有越來越好的表現，今年也如同往年，預計發行4檔基金，對於首檔主動式ETF（00996A），期許可以成為兆豐投信第1檔規模破百億的ETF。

不同於市場上許多主動式ETF受限於追蹤指數規則，僅能鎖定上市前50大或150大權值股，00996A採取更靈活的「全域選股」策略。00996A擬任基金經理人王仲良指出，面對AI時代「大者恆大」的競爭格局，大型企業雖具備財務穩健與高資本支出的優勢，但台灣供應鏈中，許多中小型股也具備驚人的成長爆發力。因此，00996A鎖定「上市前150大」搭配「上櫃前50大」的企業，不僅囊括台積電、鴻海等龍頭股，更能主動挖掘出同業「看得到買不到」、正處於高成長期的中小型隱形冠軍，真正實現α（超額報酬）的投資目標。

投資配置上，王仲良表示，該基金預計將6成以上資金配置於具備現金流穩定、競爭力突出的中大型「豐收型企業」，為投資人提供下檔保護；其餘資金則透過團隊深入研究基本面與量化數據輔助，鎖定具轉機題材或高成長潛力的中小型股，力求在市場廣泛發現前先行佈局，精準配置，讓投資組合既穩健又不失攻擊力。

展望2026年，王仲良分析，台股在「4大利多」的支撐下，長線多頭可期，一是AI基礎建設需求持續暢旺，帶動硬體供應鏈獲利；二是全球貨幣政策趨於寬鬆，資金動能充沛；三是產業庫存已調整至低檔，回補需求浮現；四是企業獲利預期重回成長軌道。",2/24/2026 15:46,自由時報,0.9,0.8,1.0,0.4,兆豐投信預期2026年台股指數可望達到36000點至40000點的區間,,,
矽谷的未爆彈 ! 紐時點名台灣遇「1事」 美國經濟將瞬間熄火,"紐時警告，矽谷長期忽視迫在眉睫的台灣晶片災難。（路透資料照）

〔財經頻道／綜合報導〕台灣是地緣政治焦點，更是全球科技命脈。《紐約時報》指出，一旦台灣所生產的晶片供應中斷，許多美國科技巨頭僅能靠庫存支撐數月，而美國經濟恐瞬間熄火，全球經濟也將面臨前所未有的衝擊。事實上，產業早已被警告。

據報導，2022年半導體產業協會委託撰寫的機密報告指出，台灣約生產全球約9成高階晶，倘若晶片供應中斷，將導致全球面臨自大蕭條以來最嚴重的經濟危機；其中，美國GDP恐下滑11%、中國甚至可能衰退16%。

請繼續往下閱讀...

在華府與矽谷的機密簡報中，美國國安官員多次警告蘋果、AMD與高通等企業高層，若是北京實施封鎖，台灣晶片供應中斷，美國科技產業將陷入癱瘓。因此，拜登政府曾以數百億美元補助推動本土製造，川普也以關稅威脅迫使企業回流，但這些警告、補貼與施壓都未能真正改變產業供應鏈結構。

美國科技公司仍高度依賴台灣生產的晶片，這些晶片支撐著智慧型手機、筆電與驅動人工智慧的巨型資料中心。隨著日前中國軍方在台灣周邊進行實彈演習，白宮的憂慮升高，財政部長貝森特稱，全球97%的高階晶片集中於台灣，一旦遭封鎖或產能受損，將引發「經濟末日」。

紐時直言，如今的台灣已成美國經濟命脈，尤其人工智慧熱潮高度依賴台灣製造的晶片，直接推動股市與經濟成長。

川普政府對風險認知清晰，頻繁以半導體關稅作為談判籌碼，迫使企業向美國工廠採購，這使輝達承諾採購台積電亞利桑那新廠晶片，但困境在於，美國新廠晶片成本高出25%以上，技術又落後一代，企業不願犧牲利潤。

倘若無訂單，工廠難以投資擴建，但若無產能，企業更不願下單，就此形成惡性循環，但即便美國預計到2030年投入2000億美元（約新台幣6.28兆元）擴產、產能提升50%，全球市占率仍僅約10%。

國安顧問蘇利文坦言，美國對台灣依賴是最大弱點之一，企業則更關心季度財報與利潤率，而非地緣風險。美國產業更普遍抱持，「若出事大家一起遭殃」的心態，缺乏集體行動。

2022年2月，半導體產業協會聘請麥肯錫公司進行調查，如果美國企業無法從台灣獲得晶片，會發生什麼事。這份報告詳細闡述了台灣在全球經濟中的重要性，台灣為iPhone生產晶片，並生產了超過一半的汽車記憶體晶片，同時在人工智慧晶片組裝領域也處於領先地位，預計約貢獻全球約10兆美元（約新台幣314.4兆元）的國內生產毛額。

如果台灣的工廠停工，美國經濟將遭受重創，其國民生產毛額將下降2.5兆美元（約新台幣78.5兆元），中國國民生產毛額則下降2.8兆美元（約新台幣88兆元）。

據報導，拜登簽署《晶片法案》後，台積電、英特爾與三星承諾擴大美國投資，但訂單仍不足。英特爾與三星因技術落後與客戶缺乏承諾，補助甚至遭削減。直到2024年底，英特爾虧損加劇、高層更替，美國政府不得不介入協調台積電合作。

川普政府進一步施壓，對台灣祭出高額關稅威脅，要求企業將50%晶片採購自美國工廠，否則面臨100%關稅。台積電最終承諾加碼投資1000億美元（約新台幣3.14兆元），在亞利桑那新建4座晶圓廠，並與台灣企業承諾額外1500億美元（約新台幣4.71兆元）投資與2500億美元（約新台幣7.85兆元）信用擔保。

《紐約時報》指出，表面上美國比數年前更有準備，但半導體建廠需時多年，問題無法一夕解決。輝達首顆在美製造的AI晶片雖具象徵意義，卻仍需運回台灣進行封裝，顯示供應鏈仍未真正脫鉤。

分析人士認為，晶圓廠可以花錢建，但真正難搬的並不是晶圓，而是生態系，意味著半導體供應鏈的「最後一哩路」瓶頸。",2/24/2026 14:21,自由時報,-0.8,0.9,0.8,0.4,美國經濟將瞬間熄火，全球經濟也將面臨前所未有的衝擊,《紐約時報》指出，一旦台灣所生產的晶片供應中斷，許多美國科技巨頭僅能靠庫存支撐數月，而美國經濟恐瞬間熄火,美國對台灣的晶片依賴度極高，如果台灣晶片供應中斷，將導致全球面臨自大蕭條以來最嚴重的經濟危機,
台股收漲927點史上第2大！台積電飆1965元、指數登34700點雙創收盤新猷,"台股收漲927點史上第2大！台積電收1965元、指數登34700點雙創收盤新猷。（資料照）

〔財經頻道／綜合報導〕受關稅與AI夾擊，道瓊週一大跌逾800點，不過，台積電ADR則微跌0.16％，而台股在金馬年開紅盤續創新高後，週二再接再厲，在台積電、日月光、聯發科、台達電等電子股開盤上漲，指數開盤跳空漲247.45點，以34020.71點開出，在電子與金融雙引擎帶動，加上傳產也走揚下，指數開高走高，隨著台積電買盤點火，股價來到1975元，再刷新天價，指數漲1013點，來到34786點，再創新猷，雖台積電尾盤調節，但股價仍收1965元，創收盤新高，指數終場漲927點，亦創下史上第2大漲點，收34700.82點，創收盤新猷，成交量達8370億元。

前10大成交額一片紅通通，台積電漲65元，收1965元，成交額796.6億元，排名第1；欣興以漲停446元作收，成交額364.93億元，排名第2；華邦電漲7 元,收122元，成交額293.32億元，排名第3；南亞科漲9元，收298元，成交額274.02億元，排名第4；華通以漲停225.5元作收，成交額243.33億元，排名第5。

請繼續往下閱讀...

國巨*漲19.5元，收301元，成交額239.29億元，排名第6；力積電以漲停73.7元作收，成交額237.85億元，排名第7；台達電漲80元，收1385元，成交額182.5億元，排名第8；鴻海漲3.5元，收232元，成交額153.89億元，排名第9；金居以漲停300.5元作收，成交額151.85億元，排名第10。",2/24/2026 13:49,自由時報,0.9,1.0,1.0,0.8,台股大幅收漲，台積電創收盤新高,指數終場漲927點，亦創下史上第2大漲點，收34700.82點，成交量達8370億元。,台股大幅收漲，台積電創收盤新高，顯示市場對台積電的信心增強，同時台股整體表現也非常穩定，短期內這種趨勢可能持續,
焦點股》台積電：創1975元新天價,"台積電創1975元新天價。（資料照）

〔記者洪友芳／新竹報導〕晶圓代工龍頭台積電（2330）今盤中股價衝上1975元新天價，大漲75元，漲幅達3.94%，市值也來到51.21兆元新高；轉投資世界先進（5347）則漲停達137.5元。

台積電預估今第一季營收以美元計，約會落在346億美元至358億美元之間，中間值季增4％，以新台幣兌美元1比31.6元計算，毛利率約在63％至65％之間，營利率則預計在54％至56％之間。

請繼續往下閱讀...

台積電受惠強勁AI需求帶動，今年預期全年營收年增30％，將又是強勁成長的一年。",2/24/2026 11:51,自由時報,0.9,0.8,1.0,0.4,台積電股價創新高,"台積電股價衝上1975元新天價，大漲75元,漲幅達3.94%。",新聞標題及內文均顯示了台積電股價大幅上漲的現象，表明市場對台積電的預期良好。,
鎖定台積電園區效應大爆發！Costco將提前動工整地 美媒曝最新規劃,"台積電（TSMC）持續進行海外投資建廠，而台積電亞利桑那廠所帶來的外溢效應也持續發酵。（彭博）

〔財經頻道／綜合報導〕台積電（TSMC）持續進行海外投資建廠，而台積電亞利桑那廠所帶來的外溢效應也持續發酵，耗資70億美元打造的「城中城」Halo Vista開發案，將主要服務台積電員工、供應鏈廠商以及快速成長的科技產業走廊，據鳳凰城當地媒體報導指出，Halo Vista內的美式賣場好市多（Costco），預計提前在今年3月就會動工整地。

根據鳳凰城商業雜誌（Phoenix Business Journal）報導，Costco將成為Halo Vista零售區的核心主力，整地工程預計在下個月就會啟動，開發團隊已提前展開場地準備作業，為後續建築工程鋪設基礎設施與道路。

請繼續往下閱讀...

Halo Vista由麥克房地產集團（Mack Real Estate Group）與麥考特夥伴公司（McCourt Partners）主導開發，定位為結合住宅、商業與產業的複合式社區，圍繞著台積電園區建設，該計畫規模龐大、用途多元，早在先前即已傳出Costco與萬豪酒店（Marriott）將進駐的消息。

開發商指出，引入零售與飯店產業，是為了及早提供數千名台積電員工與供應商生活機能，同時帶動後續商業活動發展。分析指出，這種策略屬於典型的大型開發案「首波進駐者（first-user）」模式，也就是先引進具代表性的品牌，藉此吸引更多投資、推動基礎建設並加速整體開發進程。

外界先前預期，主要動工時間落在2026年下半年，但週一（23日）的最新報導指出，整地工程已提前至3月啟動，顯示部分建設時程可能加快，若進度如期，初期施工將集中於道路、排水與公共設施等基礎建設。

分析指出，類似Costco這類大型零售商的進駐，往往會帶動更多商業與住宅開發，意味著Halo Vista整體建設速度可能進一步加快。

不過短期內，相關土地開發重點將集中於許可申請、整地與基礎工程。而Costco目前也尚未公布確切的開幕時間，門市規模與配置細節的揭露也仍有限。隨著相關建照與施工公告陸續出爐，整體開發進度將逐步明朗。",2/24/2026 11:29,自由時報,0.8,1.0,0.9,0.4,台積電園區效應大爆發！Costco將提前動工整地,耗資70億美元打造的「城中城」Halo Vista開發案，預計今年3月就會啟動整地工程。,新聞標題和內文均表明了台積電園區效應的正面影響,
美股收盤》關稅與AI夾擊、道瓊大跌逾800點 台積電ADR微跌0.16％,"美股23日全面收黑，道瓊大跌逾800點。（路透）

〔即時新聞／綜合報導〕投資人擔憂美國關稅措施帶來的不確定性，以及人工智慧（AI）衝擊疑慮，華爾街股市主要指數23日全面收低，其中道瓊工業指數重挫800多點。

綜合媒體報導，投資人持續擔憂AI帶來的顛覆性影響，以及上週五美國最高法院裁決的後續影響，美國總統川普在貿易政策上的反覆言論也是影響因素之一，導致投資人紛紛拋售高風險股票，股票全面拋售使得美股三大指數下跌超過1%

請繼續往下閱讀...

焦點個股方面，Meta下跌2.81%、蘋果微漲0.60%、微軟下跌3.21%、輝達上漲0.91%、亞馬遜下跌2.30%、Alphabet下跌1.02%；台積電ADR微跌0.16%，收在370.04美元。IBM股價崩跌逾13%，創下自2000年10月以來最大的單日跌幅。

道瓊工業指數重跌821.91點或1.66%，收48804.06點。

標準普爾500指數下挫71.76點或1.04%，收6837.75點。

那斯達克指數挫跌258.80點或1.13%，收22627.27點。

費城半導體指數下滑46.96點或0.57%，收8213.46點。",2/24/2026 6:57,自由時報,-0.7,0.8,1.0,0.8,道瓊工業指數大跌逾800點，台積電ADR微跌0.16%,道瓊工業指數重跌821.91點或1.66%，收48804.06點。,市場整體出現強烈的恐慌情緒和不確定性，影響台積電ADR的股價,
台積馬力全開 今年全台建廠達10座,"半導體供應鏈估計，台積電馬年在北中南三大科學園區建廠中或將動土興建達十座之多。（資料照）

〔記者洪友芳／新竹報導〕馬年開工，台積電受惠人工智慧（AI）對先進製程與先進封裝產能供不應求，在台灣投資建廠「馬力全開」，半導體供應鏈估計，台積電馬年在北中南三大科學園區建廠中或將動土興建達十座之多。台積電先進製程獨霸全球，雖加碼投資美國，但美國建廠時程緩慢，供應鏈預期台灣仍是台積電先進製程與先進封裝主要投資量產的重心。

農曆春節假期，台積電各工地一般休三到九天，依不同工地、不同廠商自主管理；例如竹科寶山工地，部分工人初三就開工，其他則正常休假。

請繼續往下閱讀...

台積電竹科寶山晶圓二十廠正進行第三期（P3、P4）廠區土建工程，這兩座十二吋廠將做為二奈米以下的新世代製程量產基地；中科晶圓二五廠將是一．四奈米先進製程生產基地，計畫興建四座廠，去年底已動工基樁工程，第一座廠可望二〇二七年底展開風險性試產，二〇二八年下半年正式量產。

南科是台積電在台擴產重心，高雄楠梓的晶圓二二廠是二奈米製程的量產重鎮，第一期（P1）廠區去年下半年量產，第二期（P2）廠區已完成設備裝機、進入試產，第三期（P3）廠區建築結構已大致就緒，第四期（P4）、第五期（P5）廠陸續動工興建。

因應二奈米需求大爆發，台積電擬在台南特定區A區增加投資建二奈米廠，第一期（P1）廠若四月環評通過，可望五月開始動工。不過，供應鏈廠商認為，台南特定區目前屬於台南市政府管轄範圍，行政效率是否有變數還待觀察。

此外，台積電在南科三期也有二座CoWoS先進封裝廠待興建，嘉義園區第三、第四座先進封裝新廠，今年內可望動工；屏東科學園區的半導體供應鏈專區，傳出預計年中將動工建廠。 台積電擴產需求旺，預期帶動廠務工程今年營運也將續成長。",2/24/2026 5:30,自由時報,0.8,1.0,0.9,0.4,台積電在北中南三大科學園區建廠達十座,半導體供應鏈估計，台積電馬年在北中南三大科學園區建廠中或將動土興建達十座之多。,因為台積電投資建廠「馬力全開」，受惠人工智慧對先進製程與先進封裝產能供不應求，預期帶動廠務工程今年營運也將續成長。,
馬年開紅盤 台股再創新高,"台股金馬狂奔，昨新春開紅盤以上漲167.55點、33773.26點作收，指數再創新高！（記者田裕華攝）

尾盤賣壓出籠漲幅收斂 收漲167點

〔記者張慧雯／台北報導〕無畏關稅變數，台股金馬狂奔，新春開紅盤指數再創新高！台股昨開高，一度大漲逾六百點，站上三萬四千點，尾盤雖因賣壓出籠漲幅收斂，以上漲一六七．五五點、三萬三七七三．二六點作收，仍再度寫下新高，散戶超樂大喊「台股就是強」。

一度大漲逾600點 站上3萬4千點

台股昨在被動元件、記憶體、載板族群同步噴出下，電子族群占大盤成交比重逾七成，金融、塑化股表現也不錯，但台積電最後一筆出現逾萬張賣單，仍守住一九〇〇元大關。觀察三大法人動向，外資買超逾八十三億元，自營商、投信賣超逾一三〇億元。

請繼續往下閱讀...

投信：台股價量揚 走勢全球最強

保德信市值動能五十ETF經理人楊立楷指出，台股價量齊揚創新高，走勢幾乎是全球最強；春節期間美國關稅違憲問題，預料對台灣半導體業影響有限，反倒主計總處上修今年經濟成長率至七．七一％，加上輝達與Meta簽下多年CPU晶片大單、輝達執行長黃仁勳預告三月GTC將發表新品，眾多利多因素帶動台股持續挑戰新高。

野村投信表示，隨需求深入到先進封裝、記憶體、關鍵材料等底層，台灣供應鏈角色由受惠者轉為主導者，預期今年起成為AI發展「新主線」，支撐台股中長期表現。元大投顧分析，從技術面觀察，加權指數日KD指標開口擴張向上，顯示買盤擴散到漲價循環、規格升級等族群，資金未過度集中特定類股，盤勢健康輪動，有助指數維持高檔震盪格局。",2/24/2026 5:30,自由時報,1.0,0.8,1.0,0.8,台股指數新高，電子族群領跑,"昨新春開紅盤以上漲167點, 三萬三七七三．二六點作收","指數再創新高, 電子族群占大盤成交比重逾七成",
台積電馬年10座晶圓廠將「發爐」 英媒大力點讚,"台積電正在加速國內製造擴張，2026年台灣各大科學園區可能有多達10座晶圓廠正在興建或準備投產。（法新社）

〔財經頻道／綜合報導〕台積電正在加速國內製造擴張，業內人士表示，到2026年，台灣各大科學園區可能有多達10座晶圓廠正在興建或準備投產。英媒New electronics周一（23日）報導，這一發展反映這家晶片製造商在全球需求不斷增長的情況下，努力擴大先進製程技術和封裝產能的決心。

根據供應鏈報告，台積電目前的重點仍是尖端製程，包括 2nm（奈米）、A16和A14。新竹寶山Fab 20 內的P3和P4工廠正在進行前期工程工作，這些工廠將作為2nm以下製程技術的生產基地。

請繼續往下閱讀...

台積電於2025年底開始量產2奈米製程，Fab 20（位於台積電全球研發中心旁）和新建成的位於高雄的Fab 22同時投產。 Fab 20目前已進入穩定生產階段，預計月產量在2萬至2.5萬片晶圓之間。

在台灣中部科學園區，台積電正在建造Fab 25，作為其1.4nm製程中心。園區計畫興建四座晶圓廠，樁基工程已於2025年底啟動。預計風險試產將於2027年底開始，隨後於2028年下半年全面量產。

該地區在先進封裝領域也將扮演核心角色。位於台中的AP5B工廠計劃於2026年竣工，而位於嘉義的AP7 P1封裝工廠的建設也正按相近的時間表推進。隨著下一代晶片設計對後端製程的要求日益複雜，這些項目將進一步鞏固台灣中部作為重要封裝生產中心的地位。

在高雄，作為台積電2nm製程工程核心的Fab 22工廠，多個建設階段正在並行推進。 P1工廠已於去年下半年投入量產，P2工廠已完成設備安裝並開始試生產，P3工廠的結構建設也已基本完成。 P4和P5工廠的建設工作也在進行中，預計所有五座工廠將於2027年第四季全面投入營運。

台南正逐漸成為先進製程擴張的另一個戰略要地。為了滿足日益增長的2nm產能需求，台積電計畫在台南A區追加投資。如果其P1項目在4月通過環境評估，最快可能在5月開工。

台積電的擴張得益於資本支出的大幅成長。今年1月，該公司預計2026年的資本支出將在520億至560億美元之間，年增約30%。這項投資激增凸顯台積電不僅在台灣，而且在美國和日本等海外項目上的投資規模。",2/23/2026 19:30,自由時報,1.0,0.8,1.0,0.4,台積電將在2026年前後建造10座晶圓廠,法新社報導，到2026年，台灣各大科學園區可能有多達10座晶圓廠正在興建或準備投產。,台積電正在加速國內製造擴張，指出將在2026年前後建造多座晶圓廠，這表明公司對未來的需求和發展有信心,
